text,SCORE,GRADE,name,matched_name,DBA,review_stars,bert_sentiment
"I love this place ever since I was a little kid so many amazing memories, I love the food what they have their well cooked in my opinion, their good nice waitress and i hope they can upgrade some things like at least the bathroom, the windows to make them nice and clean.",28,C,China Buffet,China Buffet,China Buff3t,5.0,POSITIVE
"I am very picky with pizza, wings and calzones. Love all three here. Ordered here multiple times with same results of yummy food. Like most Seminole Heights places it's super.",20,B,Hampton Station,Hampton Station,hampton station,5.0,POSITIVE
"Great for lunch and breakfast they have all the staples for lunch. They have good chicken salads, good Cuban sandwiches and the meals are generous portion sizes so you're not going to be starving after you finish. Convenient, great service and simple but consistently good food make this place a great part of this office community.",37,C,Take A Break Cafe,Take A Break Cafe,Take A Break Cafe,4.0,POSITIVE
My husband and I really enjoy the food here. The soup doesn't contain too much MSG that make you super thirsty after the meal. The large size of the pho is enough for 2 of us when we have an appetizer as well. We have been going back a couple times and we know we will continually be back.,35,C,Simply Pho & Grill,Simply Pho & Grill,Simply Pho & Grill,5.0,POSITIVE
"Came to Mama's after the place we went to for breakfast didn't have eggs ha ha! Worked out great! This is a simple old fashioned diner that I am pretty sure they know your name. The menu has every breakfast item including a huge serving of pancakes, amazing fluffy pancakes. The prices are great and the service is warm and fast. They have a variety of specials to choose from. I was pleasantly surprised as I drove by here many times on SDM and never stopped in. I am sure I'll return when I need another quick breakfast I don't feel like cooking myself!",35,C,Mamas Kitchen,Mamas Kitchen,Mamas Kitchen Inc.,5.0,POSITIVE
You get what you expect from Chinese takeout here. Good food and plenty of it for the price,0,A,New Far East Chinese Rest,New Far East Chinese Rest,New Far East Chinese Rest Inc.,3.0,POSITIVE
"Came for a quick lunch after hearing great things about this place. They did not disappoint. We ordered Beef fried rice, salt and 
Pepper wings and egg rolls. The egg rolls were good, the rice was great and so were the wings. The salt and pepper mix was amazing, I could eat that alone. We ended up putting the salt and pepper mix on our rice and that made that rice one of a kind. The salt and pepper mix is cilantro, roasted garlic, green onions and ??? but I do know it is amazing. I do recommend this place.  I'm coming back for my birthday in 2 weeks since I want to try the salt and pepper scallops and calamari, and a few other things. The place was clean, wait staff was friendly and quick. My cup never went empty. The wait staff was available but not bothersome like other places. Our food was bought out swiftly and I can tell our chicken wings were fried fresh. Only so so was that the egg rolls barely had any filling, but what I did have was delicious.",27,B,Yummy House China Bistro,Yummy House China Bistro,Yummy House Chin@ Bistro,5.0,POSITIVE
"A fine little breakfast/lunch spot close to downtown, near 4 Green Fields.  It has a New Orleans/creole/cajun flavor, and the only place in Tampa that serves genuine beignets, fried on the spot and sprinkled with powdered sugar like Cafe du Monde in the French Quarter.  Regrettably their coffee, cafe au lait and even dark roast are a bit weak compared to New Orleans potent chicory blend or west Tampa cafe con leche.

In addition to a few other breakfast items, they offer a list of sandwiches and NOLA specialties like jambalaya, gumbos, red beans & rice, and other creole dishes.   Either to-go or table service, and they tend to get busy at lunch time. Fine for easy weekend brunches, or after church with a glow of virtue that counteracts the powdered sugar.",1,A,Second Line Cafe,Second Line Cafe,second line cafe,3.0,NEGATIVE
"The best spot to get some breakfast or lunch if you work nearby. Whether you're across the street working, visiting and staying at a nearby hotel, or simply stopping by one of the businesses in the building, this place is worth going. Wonderful food, nice size servings, and the dishes are pretty tasty. The  lunch specials are good and change every day. The owner is top notch, extremely approachable and in good spirits. Nice spot as well to take a little work break. Highly recommend.",20,B,Mary's Cafe II,Mary's Cafe II,Mary's Caf3 II,5.0,POSITIVE
"This place is a hidden treasure for Soul Food and yummy cakes. It's a nice little meeting spot to chat with some of the regulars, community leaders, and other Tampaians AND to have great food! 

As you walk into the cafe, you may be greeted by one of the staff members  and asked if this is to-go or dine-in... If you are dining in, pick a table where you want to sit, a paper menu will be provided to you... If it's a take-out or to-go order, you will be provided a paper menu and you will select your food and beverage items. The staff is friendly and will educate you on the specials. 

On the menu, you will need to select -- meats, starch, vegetables, desserts (OMG Delicious - homemade), beverages (non-alcoholic), and bread. If dining in, they will bring your beverage immediately and your food will be forthcoming. When you have your first bite -- don't be surprise if you say underneath your breath ""Uhm-Uhm-Uhm"", ""Oh My Goodness This is So Good"" or ""I Am Going to Hurt Myself""... Yes, it's truly soul food. 

Don't worry if you are not a big eater, they will bring you to-go containers; I do it often or share my meal.

Key Points:
Monday - Friday Tipping: The funds will go to a central jar (by the cash register) and later be disseminated to the workers.
Saturday - Sunday Tipping: The worker who provided you table services will receive the funds.
Parking: There is parking on-site, on the street, and across the street in two lots. 

What I Enjoy to Eat when I visit Open Cafe:
Fried Shrimp, cabbage or yams, green beans, corn bread, hush puppies, sweet tea, and coconut cake.
Catfish and shrimp platter, mac n' cheese, collards or cabbage, corn bread, hush puppies, sweet tea, and red velvet cake.

What I've heard was tasty -- I only eat seafood and veggies:
Fried pork chops, oxtails, chicken, and meat loaf; yellow rice; and black eye peas",14,B,Open Cafe,Open Cafe,Open Cafe,5.0,POSITIVE
"The staff was super nice and patient with us when we had a thousand questions. You get three scoops of a protein, so you can change it up a bit without paying extra. They were generous with their portions too.",14,B,Island Fin Poké,Island Fin Poké,Isl@nd Fin Poké,5.0,POSITIVE
"Oh was this a godsend while staying at the Howard Johnson's next door. Easy to make a trip over (on foot) to grab a juice, smoothie, or even a dragonfruit bowl. Prices are not bad, and the ingredients (and experience) are priceless. Excellent service as well. I wish they'd open one up in Northern NJ.",25,B,The Enerjuicer,The Enerjuicer,The Enerjuicer,5.0,POSITIVE
"The food was extremely healthy and delicious! Ordering was simple enough and the menu is on the exterior wall with markings for wheat, vegan, etc. I just wanted a chicken Cesar salad so I ordered the charred chicken, mint greens, and Cesar dressing which was extremely tasty. We were very impressed with the quality of the food and overall freshness. This container store at Channelside seems to have a more limited menu then their St.Pete, but I would highly recommend this location. Have Celiacs and had no issues dining here which made me so happy, we will be back for more. I am not a fan of sweet potatoes or brown rice but I LOVE salad! The quality and cook on the charred chicken stood out to us also. The employee helping us had on a mask and gloves also. She was very friendly & helpful. We got our salads to go and they were in perfect condition from the drive home (about 7 minutes).",1,A,Naked Farmer,Naked Farmer,N@ked F@rmer,5.0,POSITIVE
"In Tampa for a couple of days and was looking for a cute breakfast spot.  I found this place on Yelp and it really delivered.  The owner is warm, friendly and funny.  The decor is charming and very reflective of the owner's personality.  The breakfast was incredible - some of the best eggs, pancakes and bacon I've ever had.  And the coffee was superb.  It's a new restaurant, and I recommend that everyone go there and make sure A Girl & a Grill is around for a long, long time.",6,A,Girl & A Grill,Girl & A Grill,Girl & A Grill,5.0,POSITIVE
We had a delicious dinner (Macadamia Crust Chicken) and the brussel sprouts appetizer was fantastic!  Our server Sydney made the experience of dining at 717 wonderful.  She made perfect food recommendations and has the most amazing personality!   Thank you Sydney!  We will be back!!!,31,C,717 South,717 South,717 S0uth,5.0,POSITIVE
Came into the Anderson location for brunch and the huevos rancheros were amazing.,20,B,Vallarta's Mexican Restaurant,Vallarta's Mexican Restaurant,vallarta's mexican restaurant,4.0,POSITIVE
"Every once in a while, I am okay with paying good money for a good product or to try a new restaurant. However, when I saw the tab at BGR rise to over $35 for 2 people, I had to scrutinize the menu. My mom and I called in a to-go order at a little bit before 2pm. I ordered the Turkey Burger with cheddar cheese and a side of asparagus fries. My mom order The Burger (added cheddar and bacon), a side of onion rings and a milkshake. We were quoted the total on the phone and with trepidation at the real cost and a request from my mom to double check the receipt for accuracy, I went to pick up the food. Sure enough, the total was correct. It was $10 for the turkey burger, $7 for The Burger, $1 EACH for added cheese and bacon ($2 for adding cheese and bacon is ridiculous in and of itself), $3.50 for asparagus fries, $4.50 for onion rings and $5 for the milkshake. 

I noticed that there was a lunch deal from 11-2 which featured a burger, regular fries and a drink for $8.99 and while I realized there would be upcharges because of our special menu items, I asked if we could get this deal since we ordered before the cutoff. I was told that normally I would get the deal, but next time to let them know ahead of time that the order was placed before 2pm (because, you know, having a time stamp on your own receipt isn't sufficient...). I was told that since it was already rang up, it couldn't be adjusted, and I was apologized to. Even if that is the case, at least offer me a free fountain soda which costs you virtually nothing! 

Now the food: the Turkey Burger had a weird texture and these dark gooey onions. The bun was too soft, like it was undercooked bread. The taste was unbearable and after 3 bites, it was trashed. The asparagus fries were extremely thin, half burnt, and grilled with parm cheese, which I could have done at home better. The Burger was ordered with their mojo sauce which wasn't appealing and my mom didn't even get through half the burger before deciding that even though we spent a fortune, it wasn't worth it to continue consuming. The onion rings were doughy and bland. The milkshake was the best part and even that was tasteless. 

With amazing options like Burger 21, The Burger Monger, and more, Tampa has enough quality burger joints and we don't need this one.",17,B,BGR - The Burger Joint,BGR - The Burger Joint,BGR - The Burger Joint,1.0,NEGATIVE
"Stop. The. Car!!  Get your pallet ready for a magical adventure of goodness! Piccola is exactly what the food scene in Tampa is missing; a bistro sized restaurant, that packs a punch heavier than Mike Tyson (and doesn't cost $30/plate)... Yea, I said it! And to top it off... a no cork fee on BYOW! Whaaaaaa?  

My first experience was a take out order, because I got tired of telling people to try it out (even though I had never been ). I called about 7:50pm (mind you they close at 8pm, which was never metioned) to be greeted by a pleasant voice over the phone, she patiently and kindly explained all the daily specials and answered my questions. I was greeted immediately upon entering and the chef also introduced himself. Great experience!! I wanted everything on the menu, but ended up choosing the eggplant dish. 

Let's just say, I'll be back.... to try the entire menu. lol

Thanks for the excellent customer service!",35,C,Piccola Italia Bistro,Piccola Italia Bistro,Piccola Italia Bistro Inc.,5.0,NEGATIVE
Great service and my waitress was super nice and recommended the 2 for 1 margaritas which was great thanks guys,2,A,Applebee's Grill + Bar,Applebee's Grill + Bar,Applebee's Grill + Bar,4.0,POSITIVE
"Great store, gives excellent customer service! Authentic food, if you're in the Carrollwood area please stop in and give them a shot.",12,A,The Hungry Greek,The Hungry Greek,The Hungry Greek,4.0,POSITIVE
"I really wanted to give this place four stars, but then I went to the restroom before I left. Bummer. 

Food was okay, service was okay. The young lady didn't really know much about her menu or beer selection. I thought the TVs were fine, but my friend thought they were out of focus/fuzzy. Maybe they were 720 and not 1080. 

I do not recommend the Zingers in the Jamaican Jerk sauce. It smelled like a hockey skate drizzle with chocolate. I couldn't stomach a single bite by my friend powered it down somehow. The Shrimp Mac n Cheese exceeded my expectations, especially after that miserable Zinger sauce. 

If I was a local, I'd frequent this bar. Fortunately, I'm not.",13,A,Miller's Ale House - Tampa,Miller's Ale House - Tampa,miller's ale house - tampa,3.0,NEGATIVE
"So overall an awesome taste experience. All three of the main meat options were amazing all by them selves. On top of that the signature sauce was a perfect compliment to the flavor. (Bias for chicken aside) The brisket was the most flavorful, juicy, and softest that I've ever had (that's without any sauce) and was my favorite of the meats. 

The sides were on a field of their own. Seasoned fries were my favorite but the Mac & Cheese was a fair second. Both of which complemented the meat perfect. 

Now the staff. Kay was so down to earth and easy to interact with. Super friendly and maybe my second favorite thing there.",34,C,Murph's Barbeque,Murph's Barbeque,Murph's Barb3qu3,5.0,POSITIVE
"Let's be clear the old rise that Yelp closed is not closed just relocated.

Yet there is no way to give yelp feedback.  A paradox given they are in the feedback business yet apparently not open to feedback about themselves!  But this is not a review of Yelp.

So the rise has risen out of its own ashes of poor food and poor service into a beautiful new location that looks high end.  If nothing is different then they will have set higher expectations with the new facility, still deliver below the bar thus disappointing people even more.

So we get seated at a new table with fancy placemats that are dirty.  Oops.  The replacement mat is brought which is dirty.  Oops.  So far just like history, cannot keep their eye on the ball.

The food finally comes.  I am having the pear salad and my partner the chili.  She reports the chili is excellent.  Their Texas version has nice big chunks of beef.  My salad was good.  Apparently the pear in the name only means garnish.

While I am trying to complete my review a baby size fly (or something like it) is buzzing the table and eluding my claps.

I am starting with a good rating but there is a ghost in the wishing well here that needs to be released. Three managers ago we were told they knew what the problems were and they would all be fixed just by moving to the new location.  We now get to find out if that is magical thinking or have they really put the resources into fixing this place.  

OK start so far.

Second visit similar results.  They are running a limited menu at the beginning of the change, but each table only gets one copy of the breakfast menu to share.

Gravy and biscuits are much improved over previous version.  the soft boiled eggs were over done and they have gone back to the English muffins after switching to the better thomas' muffins.


Saturday brunch- looks like in spite of the fact the rise has years of data about their traffic and food ordered,  they can not predict the obvious.  We were seated promptly but told when we ordered that there was a 30 minute wait.  Too many people still ordering breakfast and not enough kitchen space to handle the volume. There is a shock people staying over at a casino get up late on Saturday and want breakfast.  All this on top of the fact they purposely limited their breakfast menu while the get settled in the new kitchen.  This problem was caused before it was built!

When the food arrives exactly 30 minutes after we order my eggs are hard boiled not soft boiled, that takes over 20 minutes to repair.

Management should see they are spending more money on staff time,  burning out their staff, and keeping their customers off the casino floor too long which the most costly part of it for them.  Sadly still oblivious.",0,A,Rise Kitchen & Deli - Seminole Hard Rock,Rise Kitchen & Deli - Seminole Hard Rock,Rise Kitchen & Deli - Semin0le Hard R0ck,3.0,NEGATIVE
"I have been wanting to try this since they opened a few months ago! Small space in a strip mall, it always seems to have a crowd when we go by on weekends. Tonight was the same.

They probably have about 10-12 booths and tables inside, with a few outside. It's bright and colorful with a nautical theme. And it's all about the Mexican food and seafood! Rock on! It's so refreshing to not have just another Tex-Mex joint!

We were immediately brought individual servings of Tuna Ceviche with crackers and corn tortillas. Yummmm! Our night was perfect from this alone! Great flavor, just enough lime, and served with tomatoes and cucumber. It was amazing!

We also had the Queso appetizer. Great size for $4.50 and i appreciates that it was a thick queso, not something runny.

My daughter had the kids quesadilla and enjoyed. Stuffed full with cheese. I had the Carne Asada. Huge portion, and while the meat was cooked well, i found it to be a bit bland and in need of seasoning. The veggies with it were well cooked. And the refried beans are amazing! Ever so slightly chunky, they're a real treat.

We ended with Flan. Wasn't as impressed here. The caramel flavor was smooth, and the custard yummy, but it was over cooked and had a tough layer on the bottom.

Will i go back, yes. Enough of our meal was great that i would. I was intrigued and many of the dishes going by looked and smelled amazing. Next time I'm going to try their pineapple dish. And maybe more ceviche!",35,C,El Pescador,El Pescador,el pescador,4.0,POSITIVE
"I'll start by saying the grounds surrounding this cute facility are very nice. We used to frequent this location when it was called Uncle Mikes and thought we'd see how these operators were doing. Disappointed. 
Service was very poor. Our server was there on her first day with no one shadowing her. Didn't know what was on tp and no familiarity with them menu. 
Food was iffy. The salad had yellows lettuce and dressing out of a jar. The wings were not good flavor any the crispy fries we ordered can out not as requested. Beer was reasonable and cold. We were there on a Friday night and it wasn't busy; likely due to the poor service and mediocre food. Won't be back",13,A,Boots n' Badges,Boots n' Badges,Boots n' B@dges,1.0,NEGATIVE
"Yum! Found this place because I was craving bao buns but didn't really want to go to a sit in restaurant. It's a small little place with a few tables so I'd recommend taking it to-go. 

Ordered the Korean tofu & char-siu pork bao buns (you get 3 buns per order). They were so soft &flavorful! Korean tofu was better imo! 

Also got the chicken egg rolls & chickn cheese rangoon which were better than regular crab Rangoons!! The sauce that comes with it was soooo good, it wasn't the normal sweet&sour sauce you usually get when you order crab rangoon. 

For our main entrees, we got the beef bulgogi rice platter & Hawaiian pineapple fried rice. Generous portion sizes and very tasty! The bulgogi didn't have the authentic Korean flavor, but it was still pretty good. 

Try this place out next time you're craving some Asian food!!!",1,A,Fuzion Spice,Fuzion Spice,Fuzion Spic3,5.0,POSITIVE
A gentleman and a A+ bartender by the name of Ron stood out with exceptional service. I was a bartender myself for 7years and I can be quite the critic when in comes to my drinks and customer service. He shook up a perfect dirty Tito's martini for me!! The Fried cod tacos soft also yummy!,15,B,W XYZ Bar,W XYZ Bar,W XYZ Bar,5.0,POSITIVE
"IF YOU TOLD ME 20+ years ago as I was sitting in Daegu, Korea discovering dolsat bimbimbap, I would ever get these flavors down the street from where I grew up in Tampa, NO WAY would I have believed you.... But it's happening! 
Fun vibe, GREAT food, my fellow diners had the Chicken tenders so I had a taste and they were incredibly tender! 
This is ABSOLUTELY the spot if you find yourself going out in a group mixed with some non-adventurous and adventurous foodies!!!!
They have really delicious chicken tenders and japchae, bimbimbap, bulgogi, kimbap, etc 

My next visit will be to the grills! I can't wait to cook up some bulgogi!",10,A,K - Chicken and Grill Korean BBQ,K - Chicken and Grill Korean BBQ,K - Chicken @nd Grill Kore@n BBQ,5.0,POSITIVE
I have a little Deli in a place where I work but I always go to Lan instead because it's cheaper but more importantly they serve extremely good pho for a cheap price on Wednesdays. And Lan herself is great!,25,B,Lan's Deli,Lan's Deli,Lan's D3li,5.0,POSITIVE
The Kung Fu Slush and Milk Tea were awesome and boba was delicious too. I have to say that this is one of the best tea chains I've had yet. They are consistent with their drinks and the slush is so smooth! I want more!!!,15,B,Kung Fu Tea,Kung Fu Tea,Kung Fu T3a,5.0,POSITIVE
"Cardboard, rubber, and salt.  Those are the dominant flavors.  Toppings at 1.75 ea are stingy, crust and cheese are low-quality, and the sauce is very salty.  Tried the Sicilian style about a year ago, and most of it went in the trash.  Made a mistake last night and ordered a traditional style, which was equally disgusting.   This location in Tampa used to be Papa Louie's which was very good Greek style pizza.  Perhaps DeLosa's should see if they can get the prior owner's recipes, because I can't see this place surviving much longer--especially at their prices.",20,B,DeLosa's New York Pizza,DeLosa's New York Pizza,DeLosa's New York Pizza Inc.,1.0,NEGATIVE
"""Crappy's"" is more like it.  Cold food, poor service, car got towed.",36,C,Cappy's Pizzeria,Cappy's Pizzeria,Cappy'sPizzeria,1.0,NEGATIVE
Just ate here. Great place if you have meat eaters and vegans in your party!! They have plenty of options for both. Looking forward to bringing my vegan friend next weekend!!,34,C,Simply Asian Salads,Simply Asian Salads,Simply Asian Salads,5.0,POSITIVE
"I always pick up my order and never have a problem. I use the app to order and they have a tracker so that you can see the progress of your pizza and when it will be ready.
I take advantage of the $5.99 carry out Medium (order 2 or more for the deal) to feed my work people on an occasion. This store has been timely, friendly, clean, and accommodating.",34,C,Domino's Pizza,Domino's Pizza,D0min0's Pizza,4.0,POSITIVE
"The best coffee ever, good service, good cuban sandwiches but so far i had in tampa fl.",32,C,Selina's Latin Cafe,Selina's Latin Cafe,Selina's Latin Cafe,5.0,POSITIVE
"I met some friends here while in St. Pete and couldn't be more excited to review this place.  This Mexican Cafe is on my short list of restaurants I would make a second trip to!  I was anticipating a mexican joint like most others but to my surprise, the ambiance was more of an upscale, modern lounge.  We opted to sit outside and again, the vibe was just so much more exciting than the hole in the wall Mexican places I'm used to (and love, for the record).  Our server was attentive and friendly.  The salsa had a kick more than I'm used to but enjoyed and the chips served along side were good vehicles for the yummyness I needed scooped up!  For being decorated as fancy as it was, I expected the prices to be a bit higher, however the meal my server suggested (I forgot the name, it's 3 your choice of meat tacos with cilantro, avacado, etc. with rice and beans - which i substituted with guac) was under $15 with a tip!  I really COULD have saved a portion for lunch the next day but who does that when they're on 'vacation'?",3,A,Miguel's Mexican Seafood & Grill,Miguel's Mexican Seafood & Grill,Miguel's Mexic@n Se@food & Grill,4.0,POSITIVE
Awesome  don't miss out pool Time!! Thank you Hard Rock great job! Will be back soon!,32,C,Pool Bar & Grill - Seminole Hard Rock Tampa,Pool Bar & Grill - Seminole Hard Rock Tampa,Pool Bar & Grill - S3minol3 Hard Rock Tampa,5.0,POSITIVE
"D/B/A doing business as Old Manhattan & Mama Rosa's. 



Wow I got to revisit my TMJ pain trying to eat this chewy piece of pizza.  Sauce is good so maybe pastas would be better.  But I wonder if they recycle all the pies from the night before and microwave the dough to reheat this mess.

By the way this restaurant goes d/b/a by mama Rosas also and manhattan grill.",0,A,Manhattan Pizza & Grill,Manhattan Pizza & Grill,M@nh@tt@n Pizz@ & Grill,1.0,NEGATIVE
"We always see this place driving by decided to try it due to two amazing servers tori and Andrés .....Dan the bartender gave amazing recommendations.  

The Rum Mojito they used the recipe that was made  in 1650's 

They have also amazing donut burgers and Mac and cheese fried wonton bites",40,C,Grille One Sixteen,Grille One Sixteen,GrilleOneSixteen,5.0,POSITIVE
Great evening wonderful food choices and was able to enjoy the museum as well. Will be going back again.,35,C,MOSI Food Truck Rally,MOSI Food Truck Rally,MOSI Food Truck Rally,5.0,POSITIVE
"Finally got to Ybor to try this amazing place I follow on Insta. I had the Birria quesadillas which was amazing but enough for two people. It's huge!  Loved the consommé - it's like Mexican style French dip! Such a cool concept.

I was so happy we were able to get a table and the weather was unseasonable cold for late October which was perfect for sitting outside. There are only a few tables and most of the customers are taking orders to go. 

They told us they're not as busy earlier in the evening, so you may want to get there before 7.

My friend got the jalapeño poppers and shrimp tacos - he loved all of his food. Hope to go again soon.",1,A,Jimmy's Tacos,Jimmy's Tacos,Jimmy's Tacos Inc.,5.0,POSITIVE
"Cool local place to enjoy a few beers, they also have a great price range on liquor drinks as well. I haven't had a chance to check out the food yet but plan to in the near future!",40,C,Wild Rover Brewing Company,Wild Rover Brewing Company,Wild Rov3r Br3wing Company,4.0,POSITIVE
"Oh, Kaleisia, you bring me the tea
To help me make it through my day
The blacks, the whites, the reds, the greens
The blends that blow my blues away

Your staff: courteous, quick, and kind
Your cafe: comfortable and clean
Though I have searched, I couldn't find
A better Tampa Bay tea scene

Your board games never leave me bored
The artworks on your walls delight
Your snacks are easy to afford
And feed my soul with every bite

I love your wall of fragrant tea
That transports me around the sphere
I buy some loose, to bring with me
So I can brew and drink them here

I recommend Kaleisia to
All those who like amazing things
Just try them for yourselves, and you
Will see the joy Kaleisia brings",20,B,Kaleisia Tea Lounge,Kaleisia Tea Lounge,Kaleisia Tea L0unge,5.0,POSITIVE
"If you are ever in Tampa, I recommend the Epicurean Hotel, Autograph Collection.  This property has impeccable service, two bars, the restaurant Elevage (James Beard award winning chef btw), spa, patisserie, huge nice pool and great modern rooms.  Almost resort like.",28,C,Epicurean Hotel Autograph Collection,Epicurean Hotel Autograph Collection,Epicure@n Hotel Autogr@ph Collection,5.0,POSITIVE
"Surprisingly good. First time here and food was spot on. It's a little confusing on how the individual meals work since I have no clue how they look, whatever I got tasted pretty good and the portion sizes were pretty generous. Consider getting a half order on the sandwich or the meals. I recommend the veggies or the new potatoes as sides. the mac and cheese wasn't that great. Good place to take the parents if they are on a diet.",27,B,Boston Market,Boston Market,boston market,4.0,POSITIVE
"Nice little pizza place in south Tampa. Reasonable prices, quality food and good portions. Will come back again. Staff was friendly with good recommendations. Just got the pepperoni pizza but next time I will get a variety of toppings",3,A,Eataly Pizza & Grill,Eataly Pizza & Grill,eataly pizza & grill,4.0,POSITIVE
The restroom they had was terrible. It has no lock and the stall door had no lock either. It had no toilet paper in there. The staff are okay and there sandwiches are okay but I hated my experience with their restroom.,23,B,Subway,Subway,subway,1.0,NEGATIVE
"The lumpia has great texture, but a spice inside we found a little weird. The spicy wings were yummy too.",2,A,Chismis & co,Chismis & co,chismis & co,4.0,POSITIVE
"I came in for the 1st time on a lunch break and the staff was very friendly. The owner even helped me with a selection, and it was delicious. Flippers all day every day lol. I would recommend this establishment to anyone wanting a tasty pizza.",25,B,Flippers Pizzeria,Flippers Pizzeria,Flippers Pizzeria,5.0,POSITIVE
"Small and excellent Japanese specialty market next to Noble Rice.

If you want Japanese specialty items like barrel aged soy sauce or quality sake or fresh uni (sometimes, check their FB or IG page), come here. Also, if you want a delicious Japanese-ish takeout meal, come here.

I came here wanting to try an egg sando. But I ended up also ordering karaage and a salmon poke bowl, and I couldn't be happier. The karaage was definitely the best I've had in Florida. It was crispy despite being in a plastic to go container, well seasoned, and tender. The poke bowl was very simple, just rice, cucumber, avocado, and seasoned salmon. The amount of salmon was very generous, and it was unctuous and lovely. The rice was perfectly seasoned sushi rice. Everything was meticulously cut and beautiful.

I bought an egg salad sando and craft sake for later consumption. The egg salad sando had crusts, which I don't think is traditional, but the soft boiled egg in the middle looks very promising.

The market also has more standard Japanese fair, and for those, you will get better prices at Oceanic or MD Orient. 

Parking is ample in the lot just north of the building. The store itself is very clean and following decent COVID standards. The staff is friendly. Service is not super fast, but you can't rush artistry!",4,A,Noble Market,Noble Market,Nobl3 Mark3t,5.0,POSITIVE
"I love this place!! Love the atmosphere and service, my favorite plate is the shrimp and grits",9,A,Zydeco Brew Werks,Zydeco Brew Werks,zydeco brew werks,5.0,POSITIVE
"Easy 5 star.
 Guys the they used real grouper in their fish sandwiches. Plus they have a huge window where you can watch the cooks grill and make your food literally 2 feet away from you. 
I got to watch my fish sandwich and fries crafted right before my eyes and handed to me. 
Top 3 best fish samdwiches I've ever had without a doubt. I need you to come experience it for yourself, get the jerk style. Absolutely marvelous",14,B,Edison's Swigamajig,Edison's Swigamajig,Edison's Swig@m@jig,5.0,POSITIVE
"Excellent tacos! I had the chorizo tacos, and the group I was with tried a variety of the different tacos, and raved about how good they were.

I love taco food trucks, and this one is as good as any I have been to! Staff is friendly, and spoke English for those that don't speak Spanish! They will also customize your tacos for you with the condiments or add-on's they have available. They have a good variety of meats, and various Mexican street foods like Sopes, Tortas, Tostadas and Burritos as well as Tacos... so you can get what you want!

Highly recommended!",22,B,Taqueria La Mexicana,Taqueria La Mexicana,Taqueria La Mexicana Inc.,5.0,POSITIVE
"I thought I had been to a Burger 21 before, but I guess I always confuse it with Square 1. Silly me. They're obviously not the same. I didn't realize Burger 21 was a semi-fast food joint, aka order at the counter, get a number, and they'll serve it to you at your table. There's nothing too special on the menu, at least that I saw. Burger choices with bacon, mushroom, bbq sauce, guac, onion strings, and of course, various cheeses. The taste wasn't anything special either.

The thing I did like about it was how many sauces they had. I was excited to taste the marshmallow one with some sweet potato fries. It's a good thing I tasted it before drenching my fries in it. The signs for marshmallow and chipotle mayo were switched. Yikes! To my disappointment, marshmallow and sweet potato fries weren't a good match. I think the sauce was too overpowering. BUT the apple cider sauce complemented the fries nicely. Definitely use that instead!

So now that I won't mix up Burger 21 and Square 1 again, I probably won't come back to Burger 21 for various reasons, but mainly because I wasn't that happy with it.",8,A,Burger 21 - Westchase,Burger 21 - Westchase,burger 21 - westchase,3.0,NEGATIVE
"Great cheese steak. Mine had mushrooms, green peppers, banana peppers, onions and pizza sauce. Omg good stuff. Back in St. Louis there was a chain called Penn Station that had really good cheese steaks. This is as good if not better. I have found a go to cheese steak place. 5.3 miles from my house :( they deliver within 5 miles of the store.
Can't wait to try other sandwiches. I had birch beer from the fountain machine. I guess this is a Philly thing.",0,A,Philly Phlava,Philly Phlava,Philly Phl@v@,5.0,POSITIVE
"Thank you for the nice hospitality 
We ate there 4 days in a row 
The owner was really friendly and the food was delicious",16,B,Khan Murjan,Khan Murjan,Kh@n Murj@n,5.0,POSITIVE
"Very good new eatery in Temple Terrace- like others have said,everything is fresh and cooked to order, staff is very friendly and accommodating. Had the chicken with a side of spring rolls and a drink for under $7, had enough food for a decent sized lunch for 2 (or plenty of food for 1) expanding the menu soon too so check back with them!",18,B,Chicken Yummy,Chicken Yummy,Chicken Yummy,5.0,POSITIVE
Cool spot but definitely not the best sushi I've ever had. Prettt bland in flavor but presentation was pretty. The Crab bun was quite tasty though. Their prices are a little high but I assume that because they are at the casino...they are cashing in on the wins of others. My friend order the chicken and although I despise dark meat...it had a nice crust flavor.,30,C,Rock 'N Raw,Rock 'N Raw,Rock 'N Raw,3.0,POSITIVE
A year later still good. This trip burnt ends and of course more Cheerwine. Great staff and some great local brews. Stop in.,10,A,Holy Hog Barbecue,Holy Hog Barbecue,holy hog barbecue,4.0,POSITIVE
"Been there several times, since this is ""the"" place to eat at Terminal E (other choices are mostly take out type) Food is okay, nothing special. Drinks are always hit and miss. Price is...this is airport, you pay exactly what you are supposed to...a LOT!! So, for the same price, you ""could"" take that elevator in front of you, and go up to the delta loungh and pay equal amount and have all amenity (but no food), or you can sit at Bacardi shop and hoping your waitress will come to your table before 2020.",17,B,Casa Bacardi,Casa Bacardi,Casa Bacardi,3.0,NEGATIVE
