text,SCORE,GRADE,name,matched_name,DBA,review_stars
"Both the food and service left something to be desired.

The good - nothing really stood out.

The so-so - I guess the food was ok... It just wasn't what we ordered.  We ordered a fried chicken dinner and jerk wings.  We received jerk chicken and fried wings.  No big deal if the waitress would have just admitted the mistake and did not try to convince us that the jerk chicken was fried chicken.  ""That's how our fried chicken comes out"" she insisted. Meanwhile the ""jerk wings"" were obviously deep fried and lacking any kind of jerk seasoning.  No biggie, we just switched plates.  In the end, the food wasn't too bad.  Not great, just not bad either.

The bad - the service.  First we were told some items were unavailable for a special.  A couple that came in shortly after we were seated we told by a different waitress that those items are available for the special.  For more about the service, remember the ""fried chicken"".",33,C,Blues Ship Cafe,Blues Ship Cafe,Blu3s Ship Caf3,2.0
"I came for the crawfish boil.
Honestly, I was disappointed with the quality of the crawfish. It did not taste fresh at all! It was old and frozen. Probably microwaved warm... I really wish I read the crawfish reviews before I ordered the $27 plate ...
The shrimp however, was delicious! I wish they put more shrimp in the dish than the old microwaved crawfish... 
The customer service was good, waitresses were all nice and welcoming!
IF, I ever come back to this establishment, I would only order a shrimp dish!",18,B,Shrimp & Co. Restaurant,Shrimp & Co. Restaurant,shrimp & co. restaurant,3.0
"My latest experience was hit and miss. I have been to Gallito twice now. Tonight I went before on a Thursday before a Bolts game and it was surprisingly not very  busy. I ordered 6 tacos and a sangria to shared with some friends. The pork belly tacos were delicious. They were fatty and had some sweetness with pineapple on top. ""What the Duck?"" is all I have to say about the duck tacos. They were cold and tasted gamey. My friend couldn't even finish hers. The chicken tacos were pretty good and were something I would order again. If I had known how small the sangria was I would not have paid $8 for a small glass. It tasted like just red wine with diced apples and wasn't very special. There are way better  drink options in Sparkman Wharf than this. My second time here was far more disappointing than my first. Not sure if I'll be back but I'll definitely never have the duck tacos again.",19,B,Gallito @ Sparkman Wharf,Gallito @ Sparkman Wharf,gallito @ sparkman wharf,3.0
"Good breakfast! Take a look at that ham! That's real ham! I was good and I didn't eat the potatoes, or the toast. But I take myself to breakfast every payday, and also every Saturday. And today was this place in Tampa. A bit ""rustic"" which is a kind word of saying that it's old, and in a horrible neighborhood. In fact, it's the same neighborhood that the Seminole Heights serial killer stalked last year. But it was well worth the trip. Dodge a bullet or two, and you can have ham like this!! The waitress was extremely friendly and had a nice conversation with me. The food was excellent.",34,C,Martha's Place,Martha's Place,Martha's Place Inc.,5.0
"Really had a good lunch here.  Has some brisket, fried squash, & macaroni and cheese.  Delicious.  I liked their sauces as well.  Service was good and I really enjoyed my whole plate and the lunch in general.",29,C,Mike's Smokehouse BBQ & Grill,Mike's Smokehouse BBQ & Grill,Mik3's Smok3hous3 BBQ & Grill,4.0
"I like the lamb and chicken gyros, the meat is so tender and flavorful. The fries are well seasoned.  The place is a grease pit.  The workers are a little rough around the edges but generally nice. Whatever you do, don't use the drive thru, it takes longer than going in and ordering.  Salem makes the better gyros in Tampa, just have to go to the run down places to get them.",19,B,Salem Gyro & Submarine,Salem Gyro & Submarine,salem gyro & submarine,4.0
"Delicious, loaded grilled cheese on Texas Toast.  There are options from a more traditional, but loaded, grilled cheese to gourmet options, very loaded.  ;-)

Pricing ranges from $7-10 for loaded gourmet, loaded grilled cheese with drinks and fries.  A little high for lunch, but come on, who doesn't love grilled cheese?!!!  The portions are large and filling - Yum!",30,C,Mr. C's Grilled Cheese,Mr. C's Grilled Cheese,Mr. C's Grilled Cheese Inc.,3.0
"GREAT Peruvian food, written by a Peruvian. The spice levels and acidity of the Ceviche and Leche de Tigre were perfectly balanced. The aji de gallina sauce was creamy and hearty, though I would have enjoyed a bit more rice to mix in. We also ordered papa de huancaina and anticucho as appetizers. The former actually a little kick to it, which I enjoyed, and the later was a bit tougher and chewier than expected but had a beautiful flavor and was well seared. Overall, our whole table had no complaints on any of the food or servings given.",34,C,Kallejon 813,Kallejon 813,Kall3jon 813,5.0
"Nice little coffee shop attached to the main restaurant Willa's. The atmosphere is very nice and clean and their coffee is on point! We were disappointed that they stop serving lunch so early at 2pm but at least there's the restaurant next door. 

Sadly the staff was very dry and seemed a little annoyed when asking questions but everything else made up for it. The surrounding area is really nice and currently being gentrified. We would definitely come back and try their food!",3,A,Willa’s Provisions,Willa’s Provisions,Willa’s Provisions Inc.,5.0
"Not a tourist attraction, rather a local gem. Casual doesnt quite explain it.
Do NOT think this is a DINNER experience, rather a Less than casual place with great food. Grateful Dead bands playing in the back room, picnic style tables, paper plates and cups... but the Conch Chowder and Fritters are better than most places in the Keys. Service was awesome, very friendly. Locals love this place, glad our Valet recommended it.",16,B,Skipper's Smokehouse,Skipper's Smokehouse,Skipper's Smokehouse,4.0
Quality authentic Italian for a reasonable price.   Food can compete with food cities like NYC and Philadelphia... I wouldn't go anywhere else in Tampa!,27,B,Da Giuseppe Trattoria,Da Giuseppe Trattoria,Da Giuseppe Trattoria Inc.,5.0
"Best Chaufa in Tampa, these guys know how it's done !!!! Great place to eat huge portions and the flavor is like being in Peru !!!!",25,B,Chifa Gino's,Chifa Gino's,Chif@ Gino's,5.0
"Thanks to Yelp, I just found the best BBQ in all of Tampa Bay! 

The ribs were fall-off-the-bone good. The pulled pork was incredibly succulent, moist, and flavorful. Five homemade sauces were all very unique and delicious but then we found the sixth, homemade habanero sauce in a secret little bottle with the pit master's face on the label! Zowie! Endorphin time! We got a bottled ""to go"" to relive the experience...

The outside is out-of-date stripmall but the inside is spotlessly clean, pleasantly air conditioned, and decorated with numerous 1st place BBQ trophies!

Trek here. Walk here. Hitchhike here. Do what you have to do. Trust me.",10,A,Cally's Sticky Bones BBQ,Cally's Sticky Bones BBQ,Cally's Sticky Bon3s BBQ,5.0
"If you like pancakes/waffles/french toast(which I do) than this is the place for you! Don't come here looking for southern type of breakfast such as fish, grits, biscuits etc. I wasn't impressed with my sausage and cheese omlet. The sausage was on the top of the omlet instead of the inside. I perfer a little more cheese and not cooked to hard. I've had better omlets else where. The banana nut carmel waffle had so much nuts in it and was really hard to taste the waffle. I think someone accidentaly poured to much nuts. However, The stuffed raspberry french toast with cream cheese was sooo delicious! I would definitely come back for that alone. The pancake, waffle, french toast doesn't come with sides. So if you like meat with your meals like I do than you'll have to order it as an extra. The omlet came with home fries and wheat toast. I ordered in advance for pick up. Customer service was great. Place looked clean wasn't busy when I stop by which was on a thursday morning around 830am. Elevator music was playing and the place has majority booths. I will definitely come again for the stuffed french toast!",8,A,Keke's Breakfast Cafe,Keke's Breakfast Cafe,Keke's Breakfast Cafe Inc.,3.0
"Breakfast bowl is . Greed goddess sauce in unreal. Place looks great, hip; food is on point. Service is great as well.",12,A,SoFresh,SoFresh,S0Fresh,5.0
"I ordered takeout (delivery) last night. The order was was on time and the driver was friendly. However, the food was not good. I ordered the General Tso chicken combo and it was not the greatest. I will not waste my money here again",17,B,Cyber Takee Outee,Cyber Takee Outee,Cyber Takee Outee,2.0
Best seasoned beef tacos ever! I am not as excited about their other selections. But their beef tacos are packed full of flavor. Do yourself a favor and order 5 beef tacos on Taco Tuesday or Taco Wednesday.,35,C,Los Comparres II,Los Comparres II,Los Comparres II Inc.,5.0
"So good! I am always skeptical about trying pupusas at restaurants because I am so picky with them, but I can say these are authentic Salvadoran pupusas! (I can say that because I am part Salvadoran )
Definitely recommend!",34,C,Pupuseria & Cafeteria Centroamericana,Pupuseria & Cafeteria Centroamericana,Pupuseria & Cafeteria Centr0americana,5.0
"Salem's is the go to late night Uber Eats order. I always get the gyro and wing combo, a pita with classic gyro fillings and 5 wings in your choice of sauce. The lemon pepper dry rub option is perfection. I've tried the saucy ones as well but they put too much sauce for me, too messy. I always order extra tzaiki but sometimes they forget it and combo usually implies it comes with a drink but it doesn't. I pulled through a drive through for the first time and was surprised with how large the menu is, not everything is available on Uber Eats so I'm glad I checked it out in person. They have something tasty for everyone.",35,C,Salem's Fresh Eats,Salem's Fresh Eats,Salem's Fresh Eats,4.0
"WOW! ON TOP OF WOW! 

I can honestly say it reminded me of how my mom use to make pupusas growing up.

This is not your 5 star scenery but the food is. As any spanish tradition restaurant they pay homage to the heritage. So the decor will always have the dolls, paintings, machete and Sombrero hanging up. 

I can honestly say I have not had any pupusas since I lived in NY, so to find a place that made them (Heaven). First time being here I decided to go with just my little guy (Daddy son day). He couldn't get enough the food, seasoning and the love put into each dish definitely reminded me of how my mom use to make food. 

So if your ever in the Tampa Bay area and looking for some good Central American food this is the place to go. Kudos to the Pupuseria for making AMAZING Traditional Food!!! Till next time.",34,C,Pupuseria & Cafeteria Centroamericana,Pupuseria & Cafeteria Centroamericana,Pupuseria & Cafeteria Centr0americana,5.0
"Great place to dine. Open 24 hours.
My waitress Cecilia was awesome. Her sweet personality and tremedous service is highly comendable.
Rodrigo the manager run the place like a fine timepiece.
Very friendly and customer service oriented which is something rare nowadays..
Place is awedom.",20,B,The Three Coins Diner,The Three Coins Diner,The Three Coins Diner Inc.,5.0
"We go here often because we live a couple of blocks away and we LOVE the pizza.  The pizza is delicious and fresh and we really enjoy ordering our own pizzas.  Unfortunately, the last few times we've been there the staff has been incredibly unfriendly!  We took out of town visitors there recently after we raved about how this was one of our usual places.  And we were embarrassed by how the staff treated all of us.  They were so unfriendly it actually made us all uncomfortable.",24,B,Your Pie,Your Pie,Your Pie,2.0
"This is easily the best sandwich shop in Tampa.  The prepared foods are great too.  The dozens, nay, hundreds of regulars know what is up.  It's pure quality and affordability right in the neighborhood. It's a gem.",7,A,Mott & Hester Deli,Mott & Hester Deli,M0tt & Hester Deli,5.0
Amazing food! We had the fried fish & carnitas tacos with red rice and refried beans!!!! It was INCREDIBLE and we like to fancy ourselves mexican food conisures. The red sangria was also delicious as was the bean nacho appetizer we started off with. A must try!! Our go to place next time we are in town. Thanks TJ for a great dining experience especially on a Friday night. SUPERB!!,16,B,Jalapeno Mexican Grill,Jalapeno Mexican Grill,J@l@peno Mexic@n Grill,5.0
"I haven't lived in Manhattan since 2004 and I'm new to the area.The xl cheese pizza just took me way back. Great taste, prompt service, reasonable price, good customer service. Will definitely order from here again!",18,B,Hawkeye Pizza,Hawkeye Pizza,Hawkeye Pizza,4.0
"Really happy with our orders so far. Will continue to order from them!

The sandwich was ready in under 10 minutes from call to order. Pizzas are quick to, you can grab and go by the slice. The meat quality on the pizza is excellent",8,A,Forest Hills Brick Oven Pizza,Forest Hills Brick Oven Pizza,Forest Hills Brick Oven Pizz@,5.0
Oh my god! This place is phenomenal! I can't believe I didn't know this gem was around the corner from us! Service was impeccable (thank you Alfredo!) and the food was just mouth watering. Wow.,25,B,Esposito’s Italian,Esposito’s Italian,Esposito’s Italian,5.0
"Went to Willa's on a Saturday for brunch, visiting from out of town. The restaurant is very cute and fashionably decorated. The service is quick and good. But the food... is mid at best. For $18,  a burger on an English muffin can be found better tasting and better prepared elsewhere. I will say the coffee was good, but overall just not satisfying for that price.",33,C,Willa's,Willa's,Willa's,2.0
"This is definitely a hole in the wall! I can't believe there isn't a lot of hype or reviews on this place. Their food is absolutely delicious. 

I tried their #15 panko chicken sandwich and #10 steak teriyaki rice. I loved both meals but if you're coming here for the first time, try the panko chicken sandwich! They got that sandwich to a perfect crisp giving you that perfect and satisfactory crunch with every bite. The chicken was tender and still juicy. The food is all made to order so its fresh!",38,C,Yakitodo,Yakitodo,Y@kitodo,5.0
"I don't have the words for this place. I'm from California, so I know Mexican food, Cali is the gold standard. This place shattered all expectations. Don't read this another second, head here right now!!!",21,B,Los Comparres,Los Comparres,L0s C0mparres,5.0
"Odd moment for Church's the car died in the drive thru:... the team did not miss a beat and got me
My food on time and everything was HOT HOT HOT. Always enjoy church's but this was a great experience and everyone wore mask and had good spirits",12,A,Church's Chicken,Church's Chicken,church's chicken,5.0
"Great, friendly staff. Awesome food...had a hard time deciding because everything on the menu looked delicious. Had the BBQ Pulled Pig Plate...spicy goodness that I'd have again. Wrapped up the evening with the Banana Cream Pie Trifle. Just the right size...heaven in a Ball jar!",12,A,Fodder & Shine,Fodder & Shine,Fodder&Shine,5.0
Theiir foods and boba are good but price are higher than any other places and smaller portions. I love Pho needle soup with a lot of veggies but this place gives you only pinch of them. I do not think I will be regular there.,30,C,Poke Island Plus New Tampa,Poke Island Plus New Tampa,P0ke Island Plus New Tampa,3.0
The best wings in Tampa. This is my neighborhood bar. Its always a good vibe and a solid place to go have a drink.,19,B,The Dog Saloon,The Dog Saloon,Th3 Dog Saloon,5.0
"First time, very nice atmosphere great live band, the food and service were both outstanding. Recommend, We will return soon.",12,A,Eddie V's Prime Seafood,Eddie V's Prime Seafood,Eddie V's Prime Seafood Inc.,5.0
"Worst Popeyes I've ever been to. Read the reviews DO NOT GO HERE. Staff is even worst, since the moment you walk in. No source of customs service. RUN IF YOU CAN",23,B,Popeyes Louisiana Kitchen,Popeyes Louisiana Kitchen,P0peyes L0uisiana Kitchen,1.0
First time visiting on a date with my bf. The music is on point! However their version of a Caesar salad is to die for!,39,C,Rose Bar Tampa,Rose Bar Tampa,Rose Bar Tampa Inc.,5.0
"I was looking forward to trying Platt St Borough. 
My wife and I tried an app, entre and drinks. 
The environment and ambiance was cool. It was not very crowded. They have Bocci ball and other games set up outside. Valet parking available. I'm not sure if self parking is an option unless you park on the street like on Fremont Ave. 

Our meal:
Appetizer:  Crispy Arancini = tasty  
Dinner: 
BLT-ish with fries: very good. Bacon seemed a little well done. Not my personal preference, but I know there's nothing wrong with crispy bacon and some people love it. Fries were fresh and hearty. Big fan!

The Fremont: this was the secret blend burger with blue cheese. I usually love blue cheese burgers. I did not enjoy his at all. Same for my dinner date. It tasted off. Hard to say why. It just wasn't a pleasant experience. I chose the salad as the side. This was. It an extra charge which was nice. However, it was a very wimpy salad. Not much to it at all. 

The drinks: I got a Rough Rider. In short, it was too small, too watered down. I feel like if a restaurant is only going to have 10 cocktails on a menu, only one with Scotch, you better make them damn good. PSB did not here. We stuck with wine and beer after that. But they didn't even fill my draft beer to the top. 

The service: waitress was very nice. She was very soft spoken, so I could barely hear her. She also forgot what I ordered for drinks 2 times, so had to come back to me and have me point out what I ordered on the menu. And this didn't happen on 4/20 either. 

I'll come back and try them out again. I know it can take a little while to work the kinks out of a new biz. If it's better next time, I'll add some stars.",3,A,Platt Street Borough,Platt Street Borough,Platt Street Borough Inc.,3.0
"Tank's has been around for a long time - and yet it is hidden back in a shopping center near the Melting Pot restaurant and remains unknown to most.  They have 51 BEERS ON TAP according to their website and a really diverse and good menu of food.  You can sample beers from around the world while having white chili, falafel and/or a Cobb sandwich.  They also have chicken wings and steak sandwiches.  The only downside is that the place hasn't been updated and still smells of smoke from way back when you could smoke indoors.  Maybe my memory of the decor is marred by going in the daytime for lunch - when I wasn't drinking, it was too light inside and it was empty.  Nighttime it probably doesn't even matter.",2,A,Tank's Tap Room,Tank's Tap Room,Tank's Tap R00m,4.0
"Ni mas vuelvo a este lugar,ordene un ""arroz con mariscos"" el arroz tenia 4camarones y 2 choros, y el costo salio $14.97, demasiado caro, y cuando reclame me dijeron que es como asi sirven felizmente hay otros Peruvian restaurant muy cerca",25,B,Chifa Gino's,Chifa Gino's,Chif@ Gino's,1.0
"I went to Sabor del Caribe and had a totally awesome lunch today. I got the Pork Chunks and Beans and Rice and Salad and 2 Beef Empanadas. I am never disappointed when I go. The food is alway super top notch. You will also not find Empanadas nowhere this fabulous. For I have tried. They are alway loaded full of filling and the dip that comes with each one is the total bomb. I get the Fried Chicken as well and it is to die for. My lunch was under $10.00 today and I have enough for dinner tonight. If you have never been here then you do not know what you are missing and should get in you car and drive there. Hector's food has all the spice a great Latin Caribbean Restaurant should have and you expect and he is a top notch chef like Chef Hector. His food truck is always spotless inside and out and he and his wife could not be any nicer to all of their customers. Chef Hector I enjoy your food and I enjoy your hospitality. Thanks so much for the great food and keep up the great work.

People go see Sabor del Caribe you don't know what you are missing.",35,C,Sabor del Caribe,Sabor del Caribe,S@bor del C@ribe,5.0
"First time here!  (been in Tampa over 25 years).    We went with Friends on a mid Suday afternoon.  

Parking:  right up front.
Atmosphere:  a little worn around the edges.  Like a place built a long time ago and fast forwarded a number of years.
Service:  pretty good.  quick with a smile.  joked around with us.
Food:  I had the large Ybor salad with the house dressing (similar to the 1905 dressing at the Columbia).  This was probably the best salad I've had in the past 15 years. The others enjoyed their meals....we're not talking anything fancy here.  salads, sandwiches. etc.  
Price:  not overly shocking.  about right.  

Go back:  sure....maybe in two to three weeks.",14,B,Tahitian Inn Coffee Shop & Restaurant,Tahitian Inn Coffee Shop & Restaurant,Tahitian Inn Coffee Shop & Restaurant Inc.,4.0
"I searched my Yelp App here in the Town N Country area of Tampa for a Cuban sandwich, low and behold I was recommended  The Caribbean Sandwich Shop.

Great Cuban at a great price! Met the father and son owners who were extremely friendly. The roast pork had a great flavor and was not that salty, it def made the sandwich

I definitely recommend this place as I definitely will be returning!

Cheers",25,B,Caribbean Sandwich Shop,Caribbean Sandwich Shop,CaribbeanSandwichShop,5.0
"I really hate doing negative reviews. We were begged to give this place a second try. The first time we tried the crab cakes and stuffed mushrooms. Everything was so salty I couldn't eat much. So we were told maybe it was extra salty that day. OK I'm always up to give a business a second chance. 

We went to try again and ordered the fried mushrooms and grouper dinner. We did ask and the grouper was frozen, however I believe there is still a ban from fishing grouper, although I'd prefer fresh....Understandable! But, here we go again with the heavy heavy salty batter. It irritated my stomach so horribly. The rice was inedible to the point where it was completely hard and not cooked at all. The beans tasted as if they'd sat in a hot crock pot for 3 days. The oil tasted old with a burnt flavor. 

I'm not so sure I'm understanding why people speak so highly of this place. We sat in the bar and had phenomenal service! We didn't complain because we were so hungry and just wanted to eat! Although we did tell them about the hard rice so no one broke their teeth. The two stars are for the bartenders! We will have to check this place off our list.",16,B,Skipper's Smokehouse,Skipper's Smokehouse,Skipper's Smokehouse,2.0
"Fabulous service! Amazing food and drinks! Beautiful atmosphere.... and the cheesecake !! I wish I could remember my servers names but I had one guy twice... super friendly and great recommendations (not that you could go wrong with anything on the menu). Another time, I could tell how busy she was but she was still so attentive to us. We brought our two pups and she recommended their homemade dog treats. My dogs get nervous and don't like to eat dog biscuits while we're out, but I almost lost my fingers they gobbled them up so quickly. Then she was sweet enough to have the pastry chef come over and tell us the recipe. I'm not going to try to replicate them at home. It's going to be a nice little treat every time we return to C House!",4,A,The C House,The C House,The C House Inc.,5.0
"This was my first time at this place and I have to say the food and atmosphere was great! I loved the high back chairs! I ordered the chicken and waffles for brunch. My sister and I shared the dish. Normally we have to ask for extra plates and divide the dish ourselves. Here, the kitchen divided it for us. The food was excellent! Thank you, Whiskey Cake, for a great experience.",26,B,Whiskey Cake,Whiskey Cake,whiskey cake,5.0
"Always great food here. Always enjoy the people who work here and they are very QUICK! Today, I was a little upset by one of the co-workers there (Warren). He was being mean to the co- working who has autism. Saying "" you missed a wet spot, do it now"". Then, he had a whole attitude for me asking for boxes and more sauces. He just walks around with a stank face. Not good at all.",27,B,PDQ South Dale,PDQ South Dale,PDQ South D@le,3.0
"After hearing all of the hype over Smashburger, i decided to try it out and see if it is really that good. I can tell you now that it's AMAZING! I ordered a black bean burger on a whole grain bun and it was delicious. The only reason i'm giving it 4 stars is because the sweet potato fries were not the best i've ever had haha. Highly recommend this place!!!--- try out the ""smash fries"" if you ever come here, they are a 10/10.",36,C,Smashburger,Smashburger,Sm@shburger,4.0
"I went here for an early dinner and to try some wine. I thought it was great that they offered half glasses for you to try wines in but I thought the wine selection was a little small.

I ordered the Mezze platter for an appetizer, which was delicious. It had all the classic items that a greek dish would have (hummus, olive tapenade, etc.) and it was perfect for two to share. 

I also ordered the chicken pita sandwich, which actually looks like a quesadilla with a sun-dried tomato aoli to dip it in. It was really good and a great portion size. 

Overall, I had a great experience and would definitely go again.",17,B,The Grape,The Grape,The Gr@pe,4.0
"I have had such a craving for some authentic Mexican street tacos and thankfully I found this place. I picked out 5 tacos, one with tongue, one de pastor, one with chorizo, and two with steak. All of them equally packed with delicious flavor. I'm stuck between the tongue and chorizo as my top picks. The tongue was so tender and not on the fatty side which can happen a lot with tongue tacos. The chorizo was just so juicy and and flavorful with all this spices! I must say all the tacos I had where really good those two are were just my top picks! I would never think this little truck on the side of the road would be so good. So good that I ate all 5 tacos with not a bite left behind. I will be back to test out the tortas and most definitely for more tacos.",28,C,Tacos Mi Rancho,Tacos Mi Rancho,Tacos Mi Rancho,5.0
"When I want a amazing sandwich from a amazing deli I come here! These guys don't hold back on the meat at all. If you ask me I say the meat they use is just as good as boar's head lunch meat if not better. It also helps that their Cuban bread is brought in fresh daily! If your not a sandwich person it's okay they have other things on the menu such as salads,crab cakes,wraps etc.. You can also get out the door without going broke witch is a plus. 

Most of the time and for sure on the weekends you may have to wait a bit. These guys do get really busy and it's not the biggest store but I promise you it's worth the wait. They do take call in orders so if your getting more then a couple things I'd suggest calling ahead to miss long lines. 

With all that being said you'd think they earned a five start but no there is a few small problems. One I use come here when I was younger well over 18 years ago and the place hasn't been updated since. Everything has a very old look to it and they can really use a good cleaning. That's the only thing I can find that's bad about this place. 

I'll always continue to visit these guys for a sandwich and I highly suggest you try them as well.",4,A,Forest Hills Grocery,Forest Hills Grocery,Forest Hills Grocery Inc.,4.0
"I have a bit of a dilemma in saying that I'm serious about my BBQ. I havent been to that many places in Tampa, but I have loved most of the ones I have been to. Wholly Smokes is no exception!

My special lady friend and I have been twice, and each time, we wholeheartedly vow to return. We have nearly drawn steel on each other over the last corn nugget and the rub they use on their ribs definitely has clout. Both times we have gone, I got the combo and my lady got the ribs; The first time we went, they did not have the sausage available for the combo, so.....MORE RIBS! When I finally did get the sausage, it was not the best thing I have ever had in my face pit, but well worth the effort of lifting my fork.

I had to shush the friendly and sweet waitress, telling her I was in my church when she came back multiple times to check on us. There's something about smoky pork that sends me into rapturous joy and I would be neither suprised nor argumentative if they dropped the W and L from the first part of their name. 

Go here. Eat their food. Exercise later or maybe never. You'll probably see me there giddy with their hot sauce all over myself or cajoling my girlfriend into giving me one of her corn nuggets after destroying my own order.",10,A,Wholly Smoke Bar-B Que,Wholly Smoke Bar-B Que,Wholly Smok3 Bar-B Qu3,4.0
"This is a diamond that you must experience. The food is authentic soul, home cooking. Eating here invests in others.
Don't miss out on the special menu items. And the desserts are not to be missed.",15,B,Open Cafe,Open Cafe,Open Cafe,5.0
"Pros: awesome and uniquely crusty place, free cheese puffs, cheap beer and karaoke

Cons: hours of life lost by secondhand smoke, cash only, no drafts.

Pros seriously outweigh the cons.",9,A,Corner Club,Corner Club,corner club,5.0
I love a good soulfood restaurant. And this place met the mark. The location is a little intimidating but  if you look past that you will find a dining spot worth your while. The place seemed to have a lot of regulars coming in for food. I had the fried catfish with macaroni n cheese with collard greens and of course a sweet tea. All taste like grandmas.,2,A,Lanna's Entree's,Lanna's Entree's,Lanna's Entree's,5.0
"The products here are Herbalife. I personally don't like that brand but their bubbles waffles taste AMAZING. They go like on the toppings a little but overall it's good. If you like or don't mind Herbalife, this is your place to eat & study. The environment is clean and welcoming. I went there to do schoolwork and there's free wifi.",29,C,Dwntwn Social,Dwntwn Social,DwntwnSocial,4.0
"I love this place!! Love the atmosphere and service, my favorite plate is the shrimp and grits",13,A,Zydeco Brew Werks,Zydeco Brew Werks,zydeco brew werks,5.0
Good local Cuban restaurant. I got an omelette in Cuban bread and my girlfriend got a Cuban pizza which was really good. Only thing I didn't like was that we ordered water and they gave us bottled water and charged us like 3.50 .,38,C,2 Alexs Spanish Cuisine,2 Alexs Spanish Cuisine,2 Alexs Sp@nish Cuisine,4.0
"Very nice place, good food, good service. It's quiet but right in the middle of craziness of the outside of the mall",2,A,10 & 10 Enoteca,10 & 10 Enoteca,10&10Enoteca,5.0
"The sono Cafe is located behind the Tampa Museuem of art museums by Curtis Hixon park. It is right on the river which makes for beautiful views of the best of Tampa Bay.

We went there for brunch and were quite pleased with the service and the staff that we interacted with. The cafe is ceiling to floor windows completely an open field of silver and glass. It gives you an overall eclectic and restful feeling. Of course my favorite views are always of the water.

We played around with some of the different choices of food so we could have several samplings of different things. An omelette was very tasty and head cheese and fresh vegetables contained in it. The blueberry muffins very tasty, well cooked and not overly sweet. The mixed fruit was a nice portion of various melons and berries, which were seasonal and the smoked salmon was fairly good but a little dry.

I didn't particularly like the coffee but maybe it was old or it wasn't a very good batch.

I learned during our visit that the establishment was owned by our own famous Mise en Place . There's also a little shop inside that's quite unique in is fun too wander around and see what delights you might discover.

Overall it didn't feel like an independent restaurant. The menu was representative of a lot of things that were healthy yet they had variety. I can't say I loved all of the food, but overall the food was good.

I really like to come back later in the day and try this establishment for happy hour and some appetizers. It says its open on Friday nights for dinner and maybe that would be a good time to try it out the next time. Either way I think it deserves a second try before I can adequately rated. I don't know maybe it's just me I want to believe that they can do better with their service times and quality of service as well as or unique dishes that are more remarkable.

What's a girl to do? Well, everyone deserves a second chance. This place is a choice location and I just want it to be perfect.",2,A,Sono Cafe,Sono Cafe,Sono C@fe,3.0
"Stayed a week at the Marriott for a conference.  On the 2nd day I stooped in for breakfast. Got seated fairly quickly, but had to flag someone down to get coffee and place my order after waiting long enough to tead the entire front page of the paper....every article, plus some.  Then the order took an extremely long time to come out, but I figured out when I got my eggs benedict.  They made it with hard boiled vice poached eggs, and apparenly had to wait for them to cool down to the point of being chilled.  Horrible.",19,B,Café Waterside,Café Waterside,CaféWaterside,2.0
Well I tell you this being that there aren't any Sonic's in miami everytime I'm out of town I will always stop to one just for that reason alone. Now my woman wanted a milkshake and being that I spoil her rotten big daddy hops up to take her right before dinner was being served (and that ticked her mother off a lil) so we get there park and order three milkshakes and a kickin coney hotdog. Let me tell you that hotdog was on point it had chill and onion rings on it with cheese...straight fire for $1.99 can't beat that with a bat. Oh yeah the waitress had roller blades on haa good ish.,0,A,Sonic Drive In,Sonic Drive In,Sonic Drive-In Inc.,4.0
"Slow as hell, slow as hell...you would think this was not located in the airport. If you are in a rush do not stop here when you are at the airport. I have been here 2/3 times and has never has a good experience. The only positive about this place it the food is what you would expect from Chili's",27,B,Chili's Grill & Bar,Chili's Grill & Bar,Chili's Grill & Bar,1.0
Favorite time to go is Football Sundays. Games on every TV and Redzone.,34,C,World Of Beer,World Of Beer,World Of B33r,4.0
"Mala experiencia pague por unos anticuchos casi $28..., Es ridiculo como si fuera fancy restaurants y solo fue appetizers, bueno fue hace unos meses atras, pero ya veo que corrigieron los precios, pero igual estuvieron muy secos los anticuchos , asi que haganlo fresco.",34,C,Kallejon 813,Kallejon 813,Kall3jon 813,1.0
"I love the fact that Oopsy Daisy Sweets is fully vegan now. Today We had brownies and chocolate chip cookies. $4 brownies and $2 cookies I think their prices definitely match the portion size. Especially In a market where companies are cashing in on the vegan name. It can be frustrating at times trying to find tasty treats, but their prices definitely match the portion size. Fresh Quality sweets that are actually affordable. The brownies are massive and decadent. I didn't try their cookies but My wife Really enjoyed them, even went back and got me a chocolate chip to go.",26,B,Oopsy Daisy Sweets,Oopsy Daisy Sweets,oopsy daisy sweets,5.0
Amazing food & great customer service! I had the butter chicken combo with rice & roti. My daughter had the curry chicken combo with rice & roti. We also had a couple samosa & mango lassi to drink. So good!! Definitely recommend!,26,B,Kurry Xpress,Kurry Xpress,Kurry Xpress,5.0
Disgusting.  They leave their door to kitchen open all the time and let their garbage cans over flow on the sidewalk a few feet from the open kitchen.  Gross.,18,B,Fly Bar & Restaurant,Fly Bar & Restaurant,Fly Bar & Restaurant Inc.,2.0
The best food truck in Tampa. Management is extremely friendly. The truck is very clean. Hands down the best place to eat puertorican food in Tampa bay. Their food has so much flavor that you feel in the island. Crab empabadas are amazingly good.,35,C,Sabor del Caribe,Sabor del Caribe,S@bor del C@ribe,5.0
